CreditScore,Age,Tenure,Balance,NumOfProducts,IsActiveMember,EstimatedSalary,Exited,Satisfaction Score,Point Earned
776,0.32,4,109421.13,2,1,0.6325873000000001,0,1,296
829,0.27,9,112045.67,1,1,0.59854105,1,3,779
637,0.39,9,137843.8,1,1,0.588114,1,1,730
550,0.38,2,103391.38,1,1,0.45439065,0,3,960
776,0.37,2,103769.22,2,0,0.9704956,0,1,268
698,0.44,10,116363.37,2,0,0.9902958000000001,0,4,829
585,0.36,5,146050.97,2,0,0.43212285000000006,0,3,665
788,0.33,5,0.0,2,0,0.58489095,0,3,982
655,0.41,8,125561.97,1,0,0.8202047,1,3,343
601,0.42,1,98495.72,1,0,0.20007380000000002,1,2,225
619,0.43,1,125211.92,1,1,0.56705245,0,5,657
656,0.45,5,127864.4,1,0,0.43553785000000006,0,2,221
725,0.19,0,75888.2,1,0,0.22806875,0,2,406
511,0.66,4,0.0,1,0,0.00821555,1,5,549
614,0.51,4,40685.92,1,1,0.23387639999999998,0,4,954
742,0.35,5,136857.0,1,0,0.42254785000000006,0,4,823
687,0.27,9,152328.88,2,0,0.6324741,0,5,769
555,0.33,1,56084.69,2,0,0.89399065,0,5,481
684,0.56,8,78707.16,1,1,0.4969918,0,4,903
603,0.26,4,109166.37,1,1,0.46420335,0,3,882
751,0.36,6,169831.46,2,1,0.1387918,0,5,379
581,0.34,1,101633.04,1,0,0.55215755,0,3,469
735,0.43,10,123180.01,2,1,0.9833664,0,3,683
661,0.35,5,150725.53,2,1,0.56828425,0,1,770
675,0.21,8,98373.26,1,0,0.091015,0,5,985
738,0.58,2,133745.44,4,0,0.1418693,1,4,725
813,0.29,6,0.0,1,0,0.16976935,0,3,259
657,0.37,0,163607.18,1,1,0.22101775,0,2,979
604,0.25,5,157780.84,2,1,0.29213405,0,2,988
519,0.36,9,0.0,2,1,0.727812,0,2,833
735,0.21,1,178718.19,2,0,0.11194,0,1,527
664,0.55,8,0.0,2,1,0.6958082000000001,0,5,220
678,0.32,9,0.0,1,1,0.7410532000000001,0,4,983
757,0.33,5,77253.22,1,1,0.97119815,0,3,582
416,0.41,10,122189.66,2,0,0.49150805000000003,0,3,281
665,0.34,1,96645.54,2,0,0.8570683,0,3,798
777,0.32,2,0.0,1,0,0.6822909500000001,1,5,917
543,0.36,3,0.0,2,0,0.13009795,0,2,255
506,0.34,4,90307.62,1,1,0.79617645,0,4,511
493,0.46,4,0.0,2,0,0.0095383,0,1,498
652,0.75,10,0.0,2,1,0.57337875,0,5,651
750,0.22,3,121681.82,1,0,0.64321675,1,2,852
729,0.3,9,0.0,2,0,0.7593467500000001,0,1,807
646,0.46,4,0.0,3,0,0.4662571,1,3,470
635,0.28,3,81623.67,2,1,0.7839567999999999,0,1,659
647,0.44,5,0.0,3,1,0.8710261,1,3,752
808,0.45,7,118626.55,2,0,0.7356623,0,1,559
524,0.36,10,0.0,2,0,0.5480728500000001,0,2,375
769,0.29,8,0.0,2,1,0.8614530499999999,0,2,411
730,0.42,4,0.0,2,1,0.42991235,0,4,722
515,0.35,10,176273.95,1,1,0.6063889,0,1,231
773,0.41,9,102827.44,1,1,0.32297625,0,5,488
814,0.29,8,97086.4,2,1,0.98638065,0,2,965
710,0.22,8,0.0,2,0,0.4982252,0,4,289
413,0.34,9,0.0,2,0,0.0326709,0,1,449
665,0.4,6,0.0,1,1,0.80924015,0,2,651
623,0.44,6,0.0,2,0,0.83581215,0,2,520
738,0.31,9,82674.15,1,0,0.2098536,0,4,234
528,0.36,7,0.0,2,0,0.3026828,0,5,458
670,0.65,1,0.0,1,1,0.8882783999999999,1,2,915
622,0.46,4,107073.27,2,1,0.15492295,1,3,299
582,0.32,1,88938.62,1,1,0.05027265,0,4,838
785,0.36,2,99806.85,1,1,0.18488259999999998,0,5,786
605,0.33,5,150092.8,1,0,0.35931395,0,3,509
479,0.35,9,92833.89,1,0,0.4972493,1,3,328
685,0.3,3,90536.81,1,1,0.3154144,0,4,347
538,0.39,7,108055.1,2,0,0.13615629999999998,0,5,534
562,0.42,2,100238.35,1,0,0.43398705000000004,0,5,709
675,0.36,9,106190.55,1,1,0.1149716,0,4,749
721,0.28,9,154475.54,2,1,0.5065047,1,5,541
628,0.3,9,132351.29,2,1,0.37084565,0,2,736
668,0.37,6,167864.4,1,0,0.5781914499999999,0,4,529
506,0.41,1,0.0,2,0,0.1588315,0,4,594
524,0.31,8,107818.63,1,0,0.9986269500000001,1,1,462
699,0.34,4,185173.81,2,0,0.6041723999999999,0,3,429
828,0.34,8,129433.34,2,0,0.19065885,0,4,370
674,0.39,6,120193.42,1,0,0.50065475,0,1,510
656,0.39,6,0.0,2,0,0.7053494,0,4,638
684,0.48,10,126384.42,1,1,0.9906467999999999,0,1,462
625,0.28,3,0.0,1,0,0.91823205,0,4,718
432,0.42,9,152603.45,1,0,0.5513262,1,3,437
549,0.52,1,0.0,1,1,0.043180249999999996,1,4,485
625,0.56,0,148507.24,1,0,0.2341204,1,3,410
828,0.41,7,0.0,2,0,0.85689385,0,2,666
770,0.24,9,101827.07,1,0,0.83628175,0,4,730
758,0.34,3,0.0,2,1,0.6211308,0,2,375
795,0.33,9,130862.43,1,1,0.57467605,0,5,411
687,0.38,9,122570.87,1,1,0.1780444,0,4,595
686,0.25,1,0.0,2,1,0.08229684999999999,0,1,578
789,0.39,7,124828.46,2,1,0.6220554,0,2,377
589,0.5,5,144895.05,2,1,0.17470615,0,2,831
461,0.34,5,63663.93,1,1,0.8389214,0,1,497
637,0.4,2,133463.1,1,1,0.4658267,0,1,374
584,0.48,2,213146.2,1,0,0.37580625,1,4,814
579,0.35,1,129490.36,2,1,0.042954149999999997,1,4,247
756,0.44,10,137452.09,1,0,0.9477194999999999,0,5,965
663,0.34,7,0.0,2,1,0.9021361999999999,0,3,912
682,0.43,5,125851.93,1,1,0.9665916499999999,0,4,462
793,0.52,2,0.0,1,0,0.7956191,1,5,883
691,0.31,5,40915.55,1,0,0.6310692,1,2,402
485,0.21,5,113157.22,1,1,0.2707075,0,4,764
635,0.29,8,138296.94,2,0,0.70537755,0,1,608
650,0.37,5,106967.18,1,0,0.12247514999999999,0,5,652
735,0.44,9,120681.63,1,0,0.3741817,0,2,520
416,0.32,0,0.0,2,1,0.00439435,0,5,884
754,0.32,7,0.0,2,0,0.44760375,0,1,800
535,0.48,9,0.0,1,0,0.74946395,1,4,697
716,0.42,8,0.0,2,0,0.9040021,0,2,427
539,0.37,2,127609.59,1,0,0.49323110000000003,0,1,620
614,0.43,6,0.0,2,1,0.54520765,0,1,318
706,0.57,7,0.0,1,0,0.0897058,1,1,701
758,0.33,7,0.0,2,0,0.41498235,0,4,953
586,0.28,2,0.0,2,1,0.46033675,0,5,635
646,0.73,6,97259.25,1,1,0.5235983000000001,0,1,250
631,0.33,4,123246.7,1,0,0.56343785,0,3,662
717,0.22,6,101060.25,1,1,0.4234978,0,2,666
684,0.3,2,0.0,2,0,0.41736910000000005,0,4,699
800,0.49,7,108007.36,1,0,0.23562555,0,3,855
721,0.36,2,0.0,2,1,0.5348890000000001,0,5,534
683,0.29,0,133702.89,1,0,0.2779127,1,1,388
660,0.31,9,125189.75,2,1,0.69937215,0,5,612
704,0.24,7,113034.22,1,0,0.8125174000000001,1,2,801
615,0.41,9,109013.23,1,0,0.9824997999999999,0,1,561
667,0.39,2,0.0,2,0,0.2036062,1,5,308
682,0.24,9,57929.81,2,0,0.2656715,0,5,643
484,0.29,4,130114.39,1,0,0.8200894500000001,0,1,249
628,0.27,5,95826.49,2,0,0.7799847999999999,0,2,818
480,0.44,10,129608.57,1,0,0.0273635,1,1,775
578,0.3,4,169462.09,1,0,0.56093555,0,5,872
512,0.4,5,0.0,2,1,0.7322891499999999,0,3,435
484,0.35,7,133868.21,1,1,0.13643049999999998,0,2,415
510,0.3,0,0.0,2,1,0.65276735,0,2,430
606,0.36,5,190479.48,2,0,0.8967594500000001,0,5,929
597,0.4,8,101993.12,1,1,0.4738706,0,5,681
754,0.55,3,161608.81,1,0,0.04040425,1,4,810
850,0.45,2,122311.21,1,1,0.0974125,0,5,739
510,0.65,2,0.0,2,1,0.24035805,0,1,280
778,0.45,1,162150.42,2,0,0.87265635,0,2,250
636,0.42,2,0.0,2,1,0.2773539,0,4,991
804,0.5,4,0.0,1,1,0.042734350000000004,1,2,482
514,0.32,8,0.0,2,0,0.4792859,0,4,423
730,0.39,1,99010.67,1,0,0.974729,0,5,260
525,0.37,0,0.0,1,1,0.6576086,0,5,642
616,0.3,5,0.0,2,1,0.98054255,0,4,701
687,0.34,7,111388.18,2,0,0.7428238,0,4,570
715,0.41,8,56214.85,2,0,0.46491305,1,4,790
512,0.36,3,84327.77,2,0,0.0883768,0,5,727
479,0.4,1,0.0,2,0,0.57498215,0,3,909
601,0.32,8,93012.89,1,0,0.4347871,0,2,799
580,0.29,9,61710.44,2,0,0.640389,0,1,520
807,0.35,3,174790.15,1,1,0.0030018,0,3,861
616,0.32,6,0.0,2,1,0.21500729999999998,0,5,512
721,0.37,3,107720.64,1,1,0.7929556,0,1,478
501,0.57,10,0.0,2,1,0.23923595,0,5,374
521,0.35,6,96423.84,1,0,0.0524422,0,4,280
850,0.3,2,141040.01,1,1,0.029890999999999997,0,2,615
759,0.42,4,105420.18,1,1,0.6070453,0,3,435
516,0.5,5,0.0,1,1,0.73072965,1,5,509
711,0.38,2,129022.06,2,1,0.0718743,1,4,321
512,0.33,3,176666.62,1,0,0.47335385,0,1,726
550,0.37,3,0.0,1,1,0.89835155,0,3,516
608,0.41,3,89763.84,1,0,0.9965236999999999,1,3,639
618,0.34,5,134954.53,1,1,0.7597719500000001,0,2,512
643,0.45,5,0.0,1,0,0.7125675,1,3,730
671,0.45,2,106376.85,1,1,0.7913231,0,3,244
689,0.33,2,161814.64,2,0,0.8469095,0,3,292
603,0.31,8,0.0,2,1,0.8495750999999999,0,3,245
620,0.41,9,0.0,2,0,0.44426235000000003,0,3,848
676,0.34,1,63095.01,1,1,0.20322905,0,3,974
572,0.26,4,118287.01,2,0,0.30213650000000003,0,4,958
668,0.47,7,106854.21,1,1,0.7897951,1,3,629
695,0.46,7,49512.55,1,0,0.6650367,0,3,310
730,0.33,9,0.0,2,0,0.8828831,0,1,621
807,0.43,1,105799.32,2,0,0.17444020000000002,1,4,924
592,0.54,8,0.0,1,1,0.14368855,1,2,359
726,0.31,9,114722.05,2,1,0.49089285000000005,0,5,811
514,0.3,7,0.0,1,1,0.6250512,0,4,583
567,0.42,2,0.0,2,1,0.8399230499999999,0,5,959
850,0.33,10,0.0,1,0,0.0243086,1,1,359
671,0.45,6,99564.22,1,1,0.5443622499999999,1,3,901
670,0.37,4,170557.91,2,0,0.9912644,0,5,729
694,0.3,9,0.0,2,1,0.13480155000000002,0,5,829
547,0.39,6,74596.15,3,1,0.4287326,1,4,790
751,0.5,2,96888.39,1,0,0.38603125,1,2,756
594,0.29,3,130830.22,1,0,0.30524265,0,4,873
673,0.72,1,0.0,2,1,0.55990595,0,3,865
610,0.4,0,0.0,2,0,0.31116299999999997,0,5,690
512,0.37,1,0.0,2,1,0.78052515,0,4,722
767,0.2,3,119714.25,2,1,0.7506769,0,4,535
585,0.67,5,113978.97,2,1,0.46573055,0,5,580
763,0.42,6,100160.75,1,0,0.1673147,1,3,709
712,0.29,2,0.0,1,1,0.721875,0,4,930
539,0.43,3,116220.5,3,0,0.2790198,1,4,264
668,0.46,2,0.0,3,0,0.44524230000000004,1,1,943
703,0.28,2,81173.83,2,1,0.8140608,0,2,388
662,0.38,4,0.0,2,0,0.68129825,0,5,248
725,0.39,5,116803.8,1,0,0.62026485,0,2,763
703,0.37,8,105961.68,2,1,0.370794,0,1,619
659,0.67,6,117411.6,1,1,0.22535544999999998,1,2,815
523,0.34,7,0.0,2,0,0.3101503,0,4,566
635,0.4,10,123497.58,1,0,0.65976615,1,5,774
772,0.26,7,152400.51,2,0,0.39707,0,1,695
545,0.26,1,0.0,2,1,0.9981928,0,5,902
634,0.24,8,103097.85,1,1,0.78788645,0,2,532
739,0.54,8,126418.14,1,0,0.67210375,1,2,718
771,0.36,5,77846.9,1,0,0.49902995,0,5,895
587,0.34,1,0.0,2,1,0.48966339999999997,0,4,749
681,0.79,0,0.0,2,1,0.8548449499999999,0,5,333
544,0.37,2,79731.91,1,1,0.28779475,0,4,866
696,0.28,8,0.0,1,0,0.88356735,0,3,671
766,0.41,0,0.0,2,1,0.17141615000000002,0,4,670
727,0.34,10,0.0,2,1,0.9931867,0,4,768
671,0.34,6,37266.67,2,0,0.7845856,0,3,565
693,0.3,6,127992.25,1,1,0.252286,0,1,483
850,0.38,3,54901.01,1,1,0.7003777499999999,0,2,926
732,0.42,9,108748.08,2,1,0.32661555,0,1,932
726,0.48,6,99906.19,1,0,0.32161619999999996,0,4,901
557,0.32,6,184686.41,2,0,0.07478220000000001,0,3,299
682,0.26,0,110654.02,1,1,0.55939605,0,2,899
738,0.31,9,79019.8,1,1,0.09303114999999999,0,4,467
531,0.36,9,99240.51,1,0,0.61568505,0,1,717
498,0.34,2,0.0,2,1,0.7426412,0,1,549
651,0.36,7,0.0,2,0,0.06949155,0,1,545
549,0.39,7,0.0,1,0,0.40629625,1,2,716
791,0.35,7,52436.2,1,0,0.80525875,0,2,650
650,0.41,9,0.0,2,1,0.9579983500000001,0,4,693
733,0.34,3,100337.96,3,0,0.24279595,1,4,759
811,0.34,1,149297.19,2,1,0.9316987,0,2,946
707,0.3,8,0.0,2,0,0.16579685000000002,0,5,402
712,0.28,4,145605.44,1,1,0.46941765,0,3,465
706,0.37,7,0.0,2,1,0.5544965000000001,0,1,799
756,0.62,3,0.0,1,1,0.0559952,1,3,600
777,0.53,10,0.0,2,0,0.94996485,0,2,306
646,0.35,6,84026.86,1,1,0.82127845,0,3,635
714,0.46,1,0.0,1,0,0.76083895,1,2,747
782,0.39,8,0.0,2,1,0.16974835,0,3,424
775,0.29,10,0.0,2,1,0.34071965,0,2,913
479,0.35,4,138718.92,1,1,0.23625895,1,1,751
807,0.42,7,118274.71,1,1,0.1294286,0,3,899
799,0.22,8,174185.98,2,1,0.96316925,0,3,219
675,0.4,7,113208.86,2,0,0.1728868,0,3,587
602,0.29,5,103907.28,1,0,0.8061492,0,2,861
475,0.32,8,119023.28,1,0,0.5040814499999999,0,1,278
744,0.26,5,166297.89,1,1,0.9084722000000001,0,1,526
588,0.34,10,0.0,2,0,0.39539455,0,2,632
703,0.42,9,63227.0,1,1,0.6865816,0,3,301
747,0.41,5,94521.17,2,0,0.9746343,0,1,806
583,0.27,7,0.0,2,0,0.25642745,0,1,250
750,0.34,9,112822.26,1,0,0.75200765,1,2,563
681,0.38,3,0.0,2,1,0.5624598000000001,0,1,861
773,0.25,2,135903.33,1,0,0.36828190000000005,0,4,790
714,0.31,4,125169.26,1,1,0.53318445,0,3,669
687,0.44,7,0.0,3,0,0.7792676,1,2,336
511,0.58,0,149117.31,1,1,0.8129975500000001,0,1,517
627,0.33,5,0.0,2,1,0.5186891,0,4,499
694,0.31,10,0.0,2,0,0.80495135,0,3,673
616,0.36,6,132311.71,1,0,0.0773142,0,2,268
687,0.35,8,0.0,2,0,0.051670249999999994,0,5,809
712,0.33,6,0.0,2,1,0.9534308,0,5,460
553,0.33,4,118082.89,1,0,0.47220225,0,4,221
667,0.31,1,119266.69,1,1,0.14128815,0,2,730
731,0.43,2,0.0,1,1,0.8501747500000001,1,2,777
629,0.35,7,156847.29,2,0,0.15912145,0,4,837
614,0.5,4,137104.47,1,0,0.63583245,1,1,958
438,0.31,8,78398.69,1,0,0.22468505,0,4,809
652,0.8,4,0.0,2,1,0.94301535,0,1,662
729,0.3,6,63669.42,1,0,0.72555685,0,2,484
642,0.38,3,0.0,2,0,0.8573191499999999,0,2,737
806,0.59,0,135296.33,1,0,0.9141125,0,1,486
744,0.36,2,153804.44,1,1,0.43606665,0,3,252
474,0.37,3,0.0,2,0,0.2858766,0,4,275
559,0.49,2,147069.78,1,0,0.60270415,1,1,245
706,0.42,9,0.0,2,1,0.1435717,0,4,361
628,0.22,3,0.0,1,0,0.4271314,0,4,483
429,0.24,4,95741.75,1,0,0.23085375,0,2,352
525,0.57,2,145965.33,1,1,0.3222418,0,5,337
680,0.3,8,141441.75,1,1,0.08139484999999999,0,1,597
749,0.4,1,139290.41,1,0,0.9142771000000001,1,1,381
763,0.31,4,0.0,2,0,0.2520236,0,3,668
734,0.3,3,0.0,2,0,0.53820125,0,4,245
716,0.35,4,144428.87,1,0,0.6706632499999999,0,2,495
594,0.35,2,0.0,2,0,0.51740345,0,4,378
644,0.46,9,95441.27,1,0,0.54380525,1,1,568
671,0.35,1,144848.74,1,1,0.8950615,0,5,731
664,0.26,7,116244.14,2,1,0.4757257,0,2,837
656,0.5,7,0.0,2,1,0.3607172,0,1,829
667,0.4,1,146502.07,1,0,0.09581445,0,3,230
663,0.44,2,117028.6,2,1,0.7234009,0,4,919
584,0.3,8,112013.81,1,0,0.88886015,1,4,641
626,0.37,6,108269.37,1,0,0.0279897,0,2,457
485,0.29,7,182123.79,1,0,0.5841425499999999,1,4,583
659,0.32,3,150923.74,2,1,0.8732625500000001,0,2,849
649,0.33,2,0.0,2,0,0.0100549,0,3,720
805,0.39,5,165272.13,1,0,0.07054925000000001,1,3,317
716,0.39,10,115301.31,1,0,0.217637,1,5,465
642,0.4,6,129502.49,2,1,0.43049614999999997,1,4,269
659,0.31,4,118342.26,1,0,0.80787095,0,3,391
545,0.47,5,0.0,2,1,0.1948507,0,4,373
543,0.22,8,0.0,2,0,0.6379361,0,3,251
718,0.25,7,0.0,2,0,0.1519006,0,2,237
840,0.43,7,0.0,2,0,0.45454475,0,2,645
630,0.34,9,106937.05,2,0,0.6913750500000001,0,3,624
643,0.59,3,170331.37,1,1,0.16085895,0,5,838
654,0.32,1,114510.85,1,1,0.63071615,0,4,224
582,0.39,5,0.0,2,1,0.64946465,0,4,343
659,0.32,3,107594.11,2,1,0.5120842,0,3,683
762,0.39,2,81273.13,1,1,0.09359835,0,5,929
568,0.32,7,169399.6,1,0,0.3096811,0,4,234
670,0.25,6,0.0,2,1,0.3917947,0,3,723
613,0.45,1,187841.99,2,1,0.7361213499999999,0,1,482
539,0.3,0,0.0,2,0,0.8048983000000001,0,4,231
850,0.57,8,126776.3,2,1,0.6614924499999999,0,3,244
522,0.34,9,126436.29,1,0,0.8712426,1,3,973
737,0.41,1,101960.74,1,1,0.6177364,0,5,463
520,0.58,3,0.0,2,1,0.1639501,0,5,253
706,0.28,3,0.0,2,1,0.9077183500000001,0,3,241
643,0.45,2,150842.93,1,1,0.0115998,1,5,537
648,0.5,9,102535.57,1,1,0.94771595,0,5,332
443,0.29,9,99027.61,2,0,0.054702,0,5,390
640,0.68,9,0.0,2,1,0.9974669,0,4,763
628,0.33,3,0.0,1,1,0.94096625,0,4,240
540,0.42,9,87271.41,2,0,0.8628632,0,1,978
460,0.35,8,102742.91,2,1,0.946698,0,5,366
636,0.34,2,40105.51,2,1,0.26756080000000004,0,3,356
593,0.29,2,152265.43,1,0,0.1700222,0,1,907
801,0.42,4,141947.67,1,1,0.05299145,0,3,687
640,0.75,1,106307.91,2,1,0.56714385,0,2,703
611,0.31,0,107884.81,2,1,0.9174399000000001,0,2,388
802,0.31,1,125013.72,1,1,0.93829045,0,2,579
717,0.35,7,58469.37,2,1,0.8622969500000001,0,2,793
769,0.39,8,0.0,1,1,0.10508,0,3,828
745,0.45,10,117231.63,3,1,0.6119051,1,2,291
572,0.35,4,152390.26,1,0,0.6406183,0,4,951
629,0.3,2,34013.63,1,0,0.09785315,0,2,952
687,0.39,2,0.0,3,0,0.9407530000000001,1,2,616
483,0.5,9,0.0,2,1,0.5551012000000001,0,5,706
690,0.36,7,101583.11,2,0,0.61887575,0,2,423
492,0.3,10,77168.87,2,1,0.7335011,0,5,552
709,0.28,8,124695.72,2,0,0.72625675,0,3,665
705,0.44,3,105934.96,1,0,0.41231845,0,3,351
560,0.66,9,0.0,1,1,0.07964245,0,3,906
611,0.46,6,0.0,2,0,0.22943165000000001,0,4,406
730,0.62,2,0.0,2,1,0.9324497500000001,0,4,594
709,0.45,2,0.0,2,1,0.81461325,0,1,815
544,0.21,10,161525.96,2,0,0.046313850000000004,0,2,458
712,0.29,7,147199.07,1,1,0.424662,0,3,886
752,0.38,3,183102.29,1,1,0.3577856,0,3,833
648,0.46,9,127209.0,2,0,0.38702975,1,4,932
556,0.38,8,0.0,2,0,0.00208705,1,3,632
594,0.24,0,97378.54,1,1,0.35702585,0,2,431
645,0.37,2,136925.09,2,1,0.7670011999999999,0,3,739
557,0.33,3,54503.55,1,1,0.0018552500000000001,0,5,362
547,0.32,8,155726.85,1,0,0.33894995,0,2,309
701,0.39,9,0.0,2,1,0.7294745,0,2,513
616,0.66,1,135842.41,1,0,0.9192025500000001,1,2,302
605,0.52,1,63349.75,1,0,0.5444372000000001,0,2,437
593,0.38,4,129499.42,1,1,0.7703563499999999,0,5,337
751,0.52,8,0.0,2,1,0.89645925,0,5,629
443,0.36,6,70438.01,2,1,0.28468715,0,4,858
685,0.23,8,0.0,2,1,0.56119515,0,2,543
718,0.36,9,0.0,1,0,0.22954935,0,1,939
538,0.49,9,141434.04,1,0,0.86889625,1,5,797
611,0.37,4,0.0,2,0,0.6284813,0,4,629
668,0.37,10,152958.29,2,1,0.7979280499999999,0,2,743
537,0.41,3,138306.34,1,0,0.53380735,0,5,767
709,0.23,10,0.0,2,0,0.6479509,0,2,246
850,0.38,1,0.0,2,1,0.40003324999999995,0,2,480
745,0.31,3,124328.84,1,1,0.7022575999999999,0,5,924
693,0.41,9,181461.48,3,1,0.93964715,1,3,430
795,0.35,8,0.0,2,0,0.8357767999999999,0,2,708
626,0.26,8,0.0,2,0,0.9571035499999999,0,4,701
487,0.61,5,110368.03,1,0,0.05692225,1,2,982
556,0.39,9,89588.35,1,1,0.47449050000000004,0,1,827
643,0.46,6,0.0,2,0,0.53390795,0,4,597
605,0.28,6,0.0,2,0,0.7975426,0,1,468
756,0.6,3,115924.89,1,0,0.46762095000000004,1,3,523
586,0.38,2,0.0,2,0,0.4358423,0,2,650
535,0.4,7,111756.5,1,0,0.0406416,1,2,567
678,0.35,4,0.0,1,0,0.6275916,0,1,749
596,0.39,9,0.0,1,0,0.24481794999999998,0,3,390
648,0.26,9,162923.85,1,0,0.49184120000000003,0,5,922
492,0.39,10,124576.65,2,0,0.7429230499999999,0,5,560
702,0.45,0,80793.58,1,1,0.13737405,0,2,994
486,0.4,9,71340.09,1,0,0.38096105,0,4,530
568,0.4,1,99282.63,1,0,0.6730047,1,2,818
619,0.57,3,137946.39,1,1,0.36233995,1,5,367
724,0.41,2,127892.57,2,1,0.99822725,0,4,393
548,0.33,0,101084.36,1,0,0.21374925,0,5,860
545,0.37,8,114754.08,1,0,0.6802522,1,5,958
683,0.33,8,0.0,1,0,0.3678222,0,4,576
762,0.51,3,99286.98,1,1,0.42789315,0,5,887
627,0.3,4,79871.02,2,0,0.64913445,0,4,396
516,0.35,10,104088.59,2,0,0.59833,0,1,565
800,0.38,2,168190.33,2,0,0.3402604,0,3,874
464,0.42,3,85679.25,1,1,0.8205237,0,3,665
626,0.35,3,0.0,1,0,0.4009518,0,5,680
790,0.31,9,0.0,2,0,0.42063375,0,1,319
534,0.34,7,121551.58,2,1,0.350895,0,3,351
745,0.46,2,122220.19,1,1,0.5901205,0,3,781
553,0.47,3,116528.15,1,0,0.7285209500000001,1,2,918
748,0.26,1,77780.29,1,1,0.9152470500000001,0,3,340
722,0.37,2,0.0,1,0,0.60453415,0,4,625
501,0.4,4,125832.2,1,1,0.5021691500000001,0,3,923
675,0.38,6,68065.8,1,0,0.693885,1,5,543
778,0.47,6,127299.34,2,0,0.62347495,0,2,859
494,0.38,7,174937.64,1,0,0.2004216,0,5,794
850,0.4,9,0.0,2,1,0.59616165,0,2,241
592,0.31,7,110071.1,1,0,0.2196068,0,3,702
590,0.44,3,139432.37,1,0,0.31111405,0,4,816
758,0.39,6,127357.76,1,1,0.282885,0,4,404
506,0.36,5,0.0,2,0,0.82126675,0,4,299
733,0.33,3,0.0,1,1,0.03833365,0,1,855
711,0.38,3,0.0,2,0,0.34243755,0,4,886
514,0.43,1,95556.31,1,1,0.9963699,1,4,774
637,0.37,8,0.0,1,1,0.9303117999999999,0,1,699
468,0.29,1,111681.98,2,1,0.9785558,0,3,977
539,0.39,3,0.0,2,0,0.18346084999999998,0,1,426
509,0.25,3,108738.71,2,0,0.5346028500000001,0,3,595
662,0.32,4,133950.37,1,1,0.2436284,1,1,368
818,0.26,4,0.0,2,1,0.8351847,0,3,261
608,0.33,9,89968.69,1,0,0.3438863,0,3,614
850,0.32,9,0.0,2,1,0.09462459999999999,0,4,765
816,0.38,5,130878.75,3,0,0.35952885,1,4,961
536,0.35,8,0.0,2,0,0.3241664,0,2,345
753,0.35,3,0.0,2,1,0.9242188499999999,0,1,330
631,0.27,10,134169.62,1,1,0.8836501,0,5,863
703,0.37,1,149762.08,1,0,0.103147,1,3,371
